Year,Colony,Unique ID,Clutch No.,No. eggs,No. Chicks,No. Fledglings
2001,Granite Island,59,1,2,0,0
2001,Granite Island,60,2,2,0,0
2001,Granite Island,60,1,2,1,1
2001,Granite Island,418,1,2,2,1
2001,Granite Island,419,1,2,2,0
2001,Granite Island,420,1,2,1,1
2001,Granite Island,422,2,1,0,0
2001,Granite Island,422,1,2,2,2
2001,Granite Island,426,1,2,2,0
2001,Granite Island,427,1,2,1,0
2001,Granite Island,428,1,1,1,0
2001,Granite Island,428,2,2,0,0
2001,Granite Island,429,1,2,1,0
2001,Granite Island,432,1,1,1,0
2001,Granite Island,433,1,2,1,0
2001,Granite Island,433,2,1,0,0
2001,Granite Island,434,1,2,2,0
2001,Granite Island,435,1,2,2,0
2001,Granite Island,437,1,1,1,1
2002,Granite Island,61,1,2,0,0
2002,Granite Island,63,2,2,2,0
2002,Granite Island,63,1,2,2,2
2002,Granite Island,64,2,2,1,0
2002,Granite Island,64,1,2,1,1
2002,Granite Island,65,2,2,2,0
2002,Granite Island,65,3,2,0,0
2002,Granite Island,65,1,2,1,1
2002,Granite Island,67,1,2,1,0
2002,Granite Island,68,1,2,2,1
2002,Granite Island,69,1,2,2,2
2002,Granite Island,70,1,2,2,1
2002,Granite Island,71,1,2,1,0
2002,Granite Island,71,2,2,2,2
2002,Granite Island,72,1,2,2,1
2002,Granite Island,74,1,2,2,2
2002,Granite Island,74,2,2,2,1
2002,Granite Island,75,1,2,2,0
2002,Granite Island,75,2,2,1,0
2002,Granite Island,75,3,2,0,0
2002,Granite Island,76,2,2,0,0
2002,Granite Island,76,1,2,2,2
2002,Granite Island,78,1,2,2,1
2002,Granite Island,79,1,2,0,0
2002,Granite Island,79,2,2,0,0
2002,Granite Island,79,3,2,2,0
2002,Granite Island,80,1,2,0,0
2002,Granite Island,438,2,2,0,0
2002,Granite Island,438,1,2,2,2
2002,Granite Island,439,1,2,1,0
2002,Granite Island,439,2,2,0,0
2002,Granite Island,440,2,2,2,0
2002,Granite Island,440,1,2,2,1
2002,Granite Island,441,1,2,2,0
2002,Granite Island,441,2,2,0,0
2002,Granite Island,441,3,2,0,0
2002,Granite Island,442,1,2,1,0
2002,Granite Island,444,1,1,1,1
2002,Granite Island,445,2,2,2,0
2002,Granite Island,445,1,2,2,2
2002,Granite Island,446,1,2,0,0
2002,Granite Island,446,2,2,0,0
2002,Granite Island,447,1,2,0,0
2002,Granite Island,448,1,2,0,0
2002,Granite Island,449,1,2,2,0
2002,Granite Island,450,1,2,2,0
2002,Granite Island,451,1,2,2,2
2002,Granite Island,453,1,2,0,0
2002,Granite Island,454,1,2,0,0
2002,Granite Island,455,1,1,0,0
2002,Granite Island,456,1,2,2,2
2002,Granite Island,457,1,2,0,0
2002,Granite Island,457,2,2,2,0
2003,Granite Island,81,1,2,2,2
2003,Granite Island,82,2,2,1,0
2003,Granite Island,82,1,2,2,1
2003,Granite Island,83,1,2,1,0
2003,Granite Island,84,1,2,2,0
2003,Granite Island,85,2,2,1,0
2003,Granite Island,85,1,2,2,1
2003,Granite Island,86,1,2,2,1
